PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,FamilySize,IsAlone,AgeGroup,FareGroup,Deck,processed_at
171,0,1,"Van der hoef, Mr. Wyckoff",male,61.0,0,0,111240,33.5,B19,S,Mr,1,1,Senior,Very High,B,2025-11-11 17:39:35
172,0,3,"Rice, Master. Arthur",male,4.0,4,1,382652,29.125,Unknown,Q,Master,6,0,Child,High,U,2025-11-11 17:39:35
173,1,3,"Johnson, Miss. Eleanor Ileen",female,1.0,1,1,347742,11.1333,Unknown,S,Miss,3,0,Child,Medium,U,2025-11-11 17:39:35
174,0,3,"Sivola, Mr. Antti Wilhelm",male,21.0,0,0,STON/O 2. 3101280,7.925,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
175,0,1,"Smith, Mr. James Clinch",male,56.0,0,0,17764,30.6958,A7,C,Mr,1,1,Middle,High,A,2025-11-11 17:39:35
176,0,3,"Klasen, Mr. Klas Albin",male,18.0,1,1,350404,7.8542000000000005,Unknown,S,Mr,3,0,Teen,Low,U,2025-11-11 17:39:35
177,0,3,"Lefebre, Master. Henry Forbes",male,28.0,3,1,4133,25.4667,Unknown,S,Master,5,0,Adult,High,U,2025-11-11 17:39:35
178,0,1,"Isham, Miss. Ann Elizabeth",female,50.0,0,0,PC 17595,28.7125,C49,C,Miss,1,1,Middle,High,C,2025-11-11 17:39:35
179,0,2,"Hale, Mr. Reginald",male,30.0,0,0,250653,13.0,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
180,0,3,"Leonard, Mr. Lionel",male,36.0,0,0,LINE,0.0,Unknown,S,Mr,1,1,Middle,Low,U,2025-11-11 17:39:35
181,0,3,"Sage, Miss. Constance Gladys",female,28.0,8,2,CA. 2343,69.55,Unknown,S,Miss,11,0,Adult,Very High,U,2025-11-11 17:39:35
182,0,2,"Pernot, Mr. Rene",male,28.0,0,0,SC/PARIS 2131,15.05,Unknown,C,Mr,1,1,Adult,High,U,2025-11-11 17:39:35
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,347077,31.3875,Unknown,S,Master,7,0,Child,Very High,U,2025-11-11 17:39:35
184,1,2,"Becker, Master. Richard F",male,1.0,2,1,230136,39.0,F4,S,Master,4,0,Child,Very High,F,2025-11-11 17:39:35
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,0,2,315153,22.025,Unknown,S,Miss,3,0,Child,High,U,2025-11-11 17:39:35
186,0,1,"Rood, Mr. Hugh Roscoe",male,28.0,0,0,113767,50.0,A32,S,Mr,1,1,Adult,Very High,A,2025-11-11 17:39:35
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,28.0,1,0,370365,15.5,Unknown,Q,Mrs,2,0,Adult,High,U,2025-11-11 17:39:35
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0,0,111428,26.55,Unknown,S,Mr,1,1,Middle,High,U,2025-11-11 17:39:35
189,0,3,"Bourke, Mr. John",male,40.0,1,1,364849,15.5,Unknown,Q,Mr,3,0,Middle,High,U,2025-11-11 17:39:35
190,0,3,"Turcin, Mr. Stjepan",male,36.0,0,0,349247,7.8958,Unknown,S,Mr,1,1,Middle,Low,U,2025-11-11 17:39:35
191,1,2,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,234604,13.0,Unknown,S,Mrs,1,1,Adult,Medium,U,2025-11-11 17:39:35
192,0,2,"Carbines, Mr. William",male,19.0,0,0,28424,13.0,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,350046,7.8542000000000005,Unknown,S,Miss,2,0,Adult,Low,U,2025-11-11 17:39:35
194,1,2,"Navratil, Master. Michel M",male,3.0,1,1,230080,26.0,F2,S,Master,3,0,Child,High,F,2025-11-11 17:39:35
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,0,0,PC 17610,27.7208,B4,C,Mrs,1,1,Middle,High,B,2025-11-11 17:39:35
196,1,1,"Lurette, Miss. Elise",female,58.0,0,0,PC 17569,146.5208,B80,C,Miss,1,1,Middle,Very High,B,2025-11-11 17:39:35
197,0,3,"Mernagh, Mr. Robert",male,28.0,0,0,368703,7.75,Unknown,Q,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,0,1,4579,8.4042,Unknown,S,Mr,2,0,Middle,Medium,U,2025-11-11 17:39:35
199,1,3,"Madigan, Miss. Margaret ""Maggie""",female,28.0,0,0,370370,7.75,Unknown,Q,Miss,1,1,Adult,Low,U,2025-11-11 17:39:35
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,248747,13.0,Unknown,S,Miss,1,1,Adult,Medium,U,2025-11-11 17:39:35
201,0,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,345770,9.5,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
202,0,3,"Sage, Mr. Frederick",male,28.0,8,2,CA. 2343,69.55,Unknown,S,Mr,11,0,Adult,Very High,U,2025-11-11 17:39:35
203,0,3,"Johanson, Mr. Jakob Alfred",male,34.0,0,0,3101264,6.4958,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
204,0,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,Unknown,C,Mr,1,1,Middle,Low,U,2025-11-11 17:39:35
205,1,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,A/5 3540,8.05,Unknown,S,Mr,1,1,Teen,Medium,U,2025-11-11 17:39:35
206,0,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,G6,S,Miss,2,0,Child,Medium,G,2025-11-11 17:39:35
207,0,3,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,3101278,15.85,Unknown,S,Mr,2,0,Adult,High,U,2025-11-11 17:39:35
208,1,3,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,2699,18.7875,Unknown,C,Mr,1,1,Adult,High,U,2025-11-11 17:39:35
209,1,3,"Carr, Miss. Helen ""Ellen""",female,16.0,0,0,367231,7.75,Unknown,Q,Miss,1,1,Teen,Low,U,2025-11-11 17:39:35
210,1,1,"Blank, Mr. Henry",male,40.0,0,0,112277,31.0,A31,C,Mr,1,1,Middle,High,A,2025-11-11 17:39:35
211,0,3,"Ali, Mr. Ahmed",male,24.0,0,0,SOTON/O.Q. 3101311,7.05,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
212,1,2,"Cameron, Miss. Clear Annie",female,35.0,0,0,F.C.C. 13528,21.0,Unknown,S,Miss,1,1,Adult,High,U,2025-11-11 17:39:35
213,0,3,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.25,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
214,0,2,"Givard, Mr. Hans Kristensen",male,30.0,0,0,250646,13.0,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
215,0,3,"Kiernan, Mr. Philip",male,28.0,1,0,367229,7.75,Unknown,Q,Mr,2,0,Adult,Low,U,2025-11-11 17:39:35
216,1,1,"Newell, Miss. Madeleine",female,31.0,1,0,35273,113.275,D36,C,Miss,2,0,Adult,Very High,D,2025-11-11 17:39:35
217,1,3,"Honkanen, Miss. Eliina",female,27.0,0,0,STON/O2. 3101283,7.925,Unknown,S,Miss,1,1,Adult,Medium,U,2025-11-11 17:39:35
218,0,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,243847,27.0,Unknown,S,Mr,2,0,Middle,High,U,2025-11-11 17:39:35
219,1,1,"Bazzani, Miss. Albina",female,32.0,0,0,11813,76.2917,D15,C,Miss,1,1,Adult,Very High,D,2025-11-11 17:39:35
220,0,2,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
221,1,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,Unknown,S,Mr,1,1,Teen,Medium,U,2025-11-11 17:39:35
222,0,2,"Bracken, Mr. James H",male,27.0,0,0,220367,13.0,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
223,0,3,"Green, Mr. George Henry",male,51.0,0,0,21440,8.05,Unknown,S,Mr,1,1,Middle,Medium,U,2025-11-11 17:39:35
224,0,3,"Nenkoff, Mr. Christo",male,28.0,0,0,349234,7.8958,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943,90.0,C93,S,Mr,2,0,Middle,Very High,C,2025-11-11 17:39:35
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
227,1,2,"Mellors, Mr. William John",male,19.0,0,0,SW/PP 751,10.5,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,13.0,Unknown,S,Mr,1,1,Teen,Medium,U,2025-11-11 17:39:35
230,0,3,"Lefebre, Miss. Mathilde",female,28.0,3,1,4133,25.4667,Unknown,S,Miss,5,0,Adult,High,U,2025-11-11 17:39:35
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,36973,83.475,C83,S,Mrs,2,0,Adult,Very High,C,2025-11-11 17:39:35
232,0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.775,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,237442,13.5,Unknown,S,Mr,1,1,Middle,Medium,U,2025-11-11 17:39:35
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,Unknown,S,Miss,7,0,Child,Very High,U,2025-11-11 17:39:35
235,0,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
236,0,3,"Harknett, Miss. Alice Phoebe",female,28.0,0,0,W./C. 6609,7.55,Unknown,S,Miss,1,1,Adult,Low,U,2025-11-11 17:39:35
237,0,2,"Hold, Mr. Stephen",male,44.0,1,0,26707,26.0,Unknown,S,Mr,2,0,Middle,High,U,2025-11-11 17:39:35
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,Unknown,S,Miss,3,0,Child,High,U,2025-11-11 17:39:35
239,0,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665,10.5,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
240,0,2,"Hunt, Mr. George Henry",male,33.0,0,0,SCO/W 1585,12.275,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
241,0,3,"Zabour, Miss. Thamine",female,28.0,1,0,2665,14.4542,Unknown,C,Miss,2,0,Adult,Medium,U,2025-11-11 17:39:35
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,28.0,1,0,367230,15.5,Unknown,Q,Miss,2,0,Adult,High,U,2025-11-11 17:39:35
243,0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,STON/O 2. 3101275,7.125,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
245,0,3,"Attalah, Mr. Sleiman",male,30.0,0,0,2694,7.225,Unknown,C,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
246,0,1,"Minahan, Dr. William Edward",male,44.0,2,0,19928,90.0,C78,Q,Officer,3,0,Middle,Very High,C,2025-11-11 17:39:35
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,Unknown,S,Miss,1,1,Adult,Low,U,2025-11-11 17:39:35
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,Unknown,S,Mrs,3,0,Adult,High,U,2025-11-11 17:39:35
249,1,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751,52.5542,D35,S,Mr,3,0,Middle,Very High,D,2025-11-11 17:39:35
250,0,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,244252,26.0,Unknown,S,Officer,2,0,Middle,High,U,2025-11-11 17:39:35
251,0,3,"Reed, Mr. James George",male,28.0,0,0,362316,7.25,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,G6,S,Mrs,3,0,Adult,Medium,G,2025-11-11 17:39:35
253,0,1,"Stead, Mr. William Thomas",male,62.0,0,0,113514,26.55,C87,S,Mr,1,1,Senior,High,C,2025-11-11 17:39:35
254,0,3,"Lobb, Mr. William Arthur",male,30.0,1,0,A/5. 3336,16.1,Unknown,S,Mr,2,0,Adult,High,U,2025-11-11 17:39:35
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129,20.2125,Unknown,S,Mrs,3,0,Middle,High,U,2025-11-11 17:39:35
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,Unknown,C,Mrs,3,0,Adult,High,U,2025-11-11 17:39:35
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,28.0,0,0,PC 17585,79.2,Unknown,C,Mrs,1,1,Adult,Very High,U,2025-11-11 17:39:35
258,1,1,"Cherry, Miss. Gladys",female,30.0,0,0,110152,86.5,B77,S,Miss,1,1,Adult,Very High,B,2025-11-11 17:39:35
259,1,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,Unknown,C,Miss,1,1,Adult,Very High,U,2025-11-11 17:39:35
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,Unknown,S,Mrs,2,0,Middle,High,U,2025-11-11 17:39:35
261,0,3,"Smith, Mr. Thomas",male,28.0,0,0,384461,7.75,Unknown,Q,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,Unknown,S,Master,7,0,Child,Very High,U,2025-11-11 17:39:35
263,0,1,"Taussig, Mr. Emil",male,52.0,1,1,110413,79.65,E67,S,Mr,3,0,Middle,Very High,E,2025-11-11 17:39:35
264,0,1,"Harrison, Mr. William",male,40.0,0,0,112059,0.0,B94,S,Mr,1,1,Middle,Low,B,2025-11-11 17:39:35
265,0,3,"Henry, Miss. Delia",female,28.0,0,0,382649,7.75,Unknown,Q,Miss,1,1,Adult,Low,U,2025-11-11 17:39:35
266,0,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,Unknown,S,Mr,1,1,Middle,Medium,U,2025-11-11 17:39:35
267,0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,Unknown,S,Mr,6,0,Teen,Very High,U,2025-11-11 17:39:35
268,1,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,Unknown,S,Mr,2,0,Adult,Low,U,2025-11-11 17:39:35
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,PC 17582,153.4625,C125,S,Mrs,2,0,Middle,Very High,C,2025-11-11 17:39:35
270,1,1,"Bissette, Miss. Amelia",female,35.0,0,0,PC 17760,135.6333,C99,S,Miss,1,1,Adult,Very High,C,2025-11-11 17:39:35
271,0,1,"Cairns, Mr. Alexander",male,28.0,0,0,113798,31.0,Unknown,S,Mr,1,1,Adult,High,U,2025-11-11 17:39:35
272,1,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,Unknown,S,Mrs,2,0,Middle,High,U,2025-11-11 17:39:35
274,0,1,"Natsch, Mr. Charles H",male,37.0,0,1,PC 17596,29.7,C118,C,Mr,2,0,Middle,High,C,2025-11-11 17:39:35
275,1,3,"Healy, Miss. Hanora ""Nora""",female,28.0,0,0,370375,7.75,Unknown,Q,Miss,1,1,Adult,Low,U,2025-11-11 17:39:35
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,D7,S,Miss,2,0,Senior,Very High,D,2025-11-11 17:39:35
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,Unknown,S,Miss,1,1,Middle,Low,U,2025-11-11 17:39:35
278,0,2,"Parkes, Mr. Francis ""Frank""",male,28.0,0,0,239853,0.0,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
279,0,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,Unknown,Q,Master,6,0,Child,High,U,2025-11-11 17:39:35
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,Unknown,S,Mrs,3,0,Adult,High,U,2025-11-11 17:39:35
281,0,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,Unknown,Q,Mr,1,1,Senior,Low,U,2025-11-11 17:39:35
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542000000000005,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,Unknown,S,Mr,1,1,Teen,Medium,U,2025-11-11 17:39:35
284,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
285,0,1,"Smith, Mr. Richard William",male,28.0,0,0,113056,26.0,A19,S,Mr,1,1,Adult,High,A,2025-11-11 17:39:35
286,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,Unknown,C,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
287,1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
288,0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
289,1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,Unknown,S,Mr,1,1,Middle,Medium,U,2025-11-11 17:39:35
290,1,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,Unknown,Q,Miss,1,1,Adult,Low,U,2025-11-11 17:39:35
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,Unknown,S,Miss,1,1,Adult,Very High,U,2025-11-11 17:39:35
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,91.0792,B49,C,Mrs,2,0,Adult,Very High,B,2025-11-11 17:39:35
293,0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,D,C,Mr,1,1,Middle,Medium,D,2025-11-11 17:39:35
294,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,Unknown,S,Miss,1,1,Adult,Medium,U,2025-11-11 17:39:35
295,0,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
296,0,1,"Lewy, Mr. Ervin G",male,28.0,0,0,PC 17612,27.7208,Unknown,C,Mr,1,1,Adult,High,U,2025-11-11 17:39:35
297,0,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,Unknown,C,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
298,0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,151.55,C22 C26,S,Miss,4,0,Child,Very High,C,2025-11-11 17:39:35
299,1,1,"Saalfeld, Mr. Adolphe",male,28.0,0,0,19988,30.5,C106,S,Mr,1,1,Adult,High,C,2025-11-11 17:39:35
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,B58 B60,C,Mrs,2,0,Middle,Very High,B,2025-11-11 17:39:35
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,28.0,0,0,9234,7.75,Unknown,Q,Miss,1,1,Adult,Low,U,2025-11-11 17:39:35
302,1,3,"McCoy, Mr. Bernard",male,28.0,2,0,367226,23.25,Unknown,Q,Mr,3,0,Adult,High,U,2025-11-11 17:39:35
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
304,1,2,"Keane, Miss. Nora A",female,28.0,0,0,226593,12.35,E101,Q,Miss,1,1,Adult,Medium,E,2025-11-11 17:39:35
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,28.0,0,0,A/5 2466,8.05,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,S,Master,4,0,Child,Very High,C,2025-11-11 17:39:35
307,1,1,"Fleming, Miss. Margaret",female,28.0,0,0,17421,110.8833,Unknown,C,Miss,1,1,Adult,Very High,U,2025-11-11 17:39:35
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,108.9,C65,C,Mrs,2,0,Teen,Very High,C,2025-11-11 17:39:35
309,0,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,Unknown,C,Mr,2,0,Adult,High,U,2025-11-11 17:39:35
310,1,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,56.9292,E36,C,Miss,1,1,Adult,Very High,E,2025-11-11 17:39:35
311,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C54,C,Miss,1,1,Adult,Very High,C,2025-11-11 17:39:35
312,1,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,Miss,5,0,Teen,Very High,B,2025-11-11 17:39:35
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,Unknown,S,Mrs,3,0,Adult,High,U,2025-11-11 17:39:35
314,0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
315,0,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,Unknown,S,Mr,3,0,Middle,High,U,2025-11-11 17:39:35
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542000000000005,Unknown,S,Miss,1,1,Adult,Low,U,2025-11-11 17:39:35
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,Unknown,S,Mrs,2,0,Adult,High,U,2025-11-11 17:39:35
318,0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,Unknown,S,Officer,1,1,Middle,Medium,U,2025-11-11 17:39:35
319,1,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,164.8667,C7,S,Miss,3,0,Adult,Very High,C,2025-11-11 17:39:35
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,134.5,E34,C,Mrs,3,0,Middle,Very High,E,2025-11-11 17:39:35
321,0,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
322,0,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
323,1,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,Unknown,Q,Miss,1,1,Adult,Medium,U,2025-11-11 17:39:35
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,Unknown,S,Mrs,3,0,Adult,High,U,2025-11-11 17:39:35
325,0,3,"Sage, Mr. George John Jr",male,28.0,8,2,CA. 2343,69.55,Unknown,S,Mr,11,0,Adult,Very High,U,2025-11-11 17:39:35
326,1,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,135.6333,C32,C,Miss,1,1,Middle,Very High,C,2025-11-11 17:39:35
327,0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,Unknown,S,Mr,1,1,Senior,Low,U,2025-11-11 17:39:35
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,D,S,Mrs,1,1,Middle,Medium,D,2025-11-11 17:39:35
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,Unknown,S,Mrs,3,0,Adult,High,U,2025-11-11 17:39:35
330,1,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,B18,C,Miss,2,0,Teen,Very High,B,2025-11-11 17:39:35
331,1,3,"McCoy, Miss. Agnes",female,28.0,2,0,367226,23.25,Unknown,Q,Miss,3,0,Adult,High,U,2025-11-11 17:39:35
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,S,Mr,1,1,Middle,High,C,2025-11-11 17:39:35
333,0,1,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,153.4625,C91,S,Mr,2,0,Middle,Very High,C,2025-11-11 17:39:35
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,Unknown,S,Mr,3,0,Teen,High,U,2025-11-11 17:39:35
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,28.0,1,0,PC 17611,133.65,Unknown,S,Mrs,2,0,Adult,Very High,U,2025-11-11 17:39:35
336,0,3,"Denkoff, Mr. Mitto",male,28.0,0,0,349225,7.8958,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
337,0,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.6,C2,S,Mr,2,0,Adult,Very High,C,2025-11-11 17:39:35
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,134.5,E40,C,Miss,1,1,Middle,Very High,E,2025-11-11 17:39:35
339,1,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,8.05,Unknown,S,Mr,1,1,Middle,Medium,U,2025-11-11 17:39:35
340,0,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784,35.5,T,S,Mr,1,1,Middle,Very High,T,2025-11-11 17:39:35
341,1,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,26.0,F2,S,Master,3,0,Child,High,F,2025-11-11 17:39:35
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,263.0,C23 C25 C27,S,Miss,6,0,Adult,Very High,C,2025-11-11 17:39:35
343,0,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,13.0,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
